MinHub ID,Name,Event Type,Start Date,End Date,Event Collection ID,End Repeat Date,Repeat Interval Code,Student Attendees,Adult Attendees
E00A2D5A-6873-4A39-B2B2-9189A6E391E8,Chocolate,Club,04/24/2015 19:04 PM,04/24/2015 21:04 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,DF3DA990-8D79-4B6E-B3C7-76BE0772B899;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;200DE832-3CC7-4EB4-976D-EA4EE40C9711;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;F3B1C5CB-446D-467D-A42D-C8A2D277A075;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;D1D804E6-4DA4-4212-A7C7-A801F1DCA319;32C3F2D2-D18E-42AF-9C2F-40DE907B30C1;85013F4D-56A6-4970-8985-CECB8D2EF401;C0C4FE76-B751-4085-9596-DF410228D8E0;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;3DAB4853-921E-4B0C-87B4-21677A53B1B8;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;B3002826-9C50-41BA-A8B8-5DF0AC9DE869;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;F5A51F8D-9183-41C9-AABD-C4B48460D5CB;67232830-17EB-4E7F-BAF6-896C807D8177;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
57D26DB4-FDB7-495C-9BA4-B34E1941E57E,Drama,Club,05/06/2016 19:05 PM,05/06/2016 22:05 PM,,,,DDED7791-D807-4C37-88A8-BEA23998ABCE;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;047C1C62-9274-4639-BA1E-16813B06B919;8CA39167-D7D7-4C5A-B96F-DEA3E4DA4282;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;D666592E-9FEB-4AD6-B498-48AE71FF273C;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;D15D19E6-827F-42B6-8FFD-EF4B40480D15;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;3A0D0A04-425B-4B2F-BE24-6592E402023B;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;85013F4D-56A6-4970-8985-CECB8D2EF401;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;0D28BC41-8336-4956-9CD1-C386FC46BCB9;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;2198D3F5-8655-4333-ADAD-CBE0A3823670;634F858B-7E20-4108-9C6F-84660721A6BB;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;24F0D775-BB29-4EF2-8E75-6428A113B3DC;615F27CF-0B23-4067-90EF-C5ED8478B9B9;53141653-CE17-4F12-8111-BF1C9C4EC6EA,
34192431-1580-40DD-8D3A-D74BAF4B3C80,Pool party,Club,12/11/2015 19:12 PM,12/11/2015 21:12 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;866A0490-619E-48F7-AFFE-C0127E318EE0;9490B913-E87D-4B31-A032-DD86CA308FB4;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;C0C4FE76-B751-4085-9596-DF410228D8E0;4AC2E179-C3B7-4F0D-9AE8-E561B057F1A3;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;047C1C62-9274-4639-BA1E-16813B06B919,
3187789B-D65E-4A2B-890D-E9CA236B8265,SYG,Club,11/06/2015 19:11 PM,11/06/2015 21:11 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;67232830-17EB-4E7F-BAF6-896C807D8177,
E0AFBEDA-D03F-4FE3-B949-8AC89166F1C6,Guys & Girls,Club,05/08/2015 19:05 PM,05/08/2015 21:05 PM,gwoxifkwbqavtisdeehedcrxwvnvbe,02/10/2025 19:02 PM,1,DDED7791-D807-4C37-88A8-BEA23998ABCE;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;77D31B75-8D40-43DC-8386-FCA92DBED3BD;7A6B754A-100C-4D59-9BF6-989FD9C39CAC;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;DEC14BCC-86F1-4F42-810C-31C514288661;200DE832-3CC7-4EB4-976D-EA4EE40C9711;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;F3B1C5CB-446D-467D-A42D-C8A2D277A075;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;D1D804E6-4DA4-4212-A7C7-A801F1DCA319;32C3F2D2-D18E-42AF-9C2F-40DE907B30C1;1045E4D0-0C94-4AE5-913F-1E6ECD457288;85013F4D-56A6-4970-8985-CECB8D2EF401;3DAB4853-921E-4B0C-87B4-21677A53B1B8;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;4A275A93-19B3-4E70-807C-A37B7D7248D1;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;B3002826-9C50-41BA-A8B8-5DF0AC9DE869;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;F5A51F8D-9183-41C9-AABD-C4B48460D5CB;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8,
5B48646B-BA1F-450E-866A-8A44553FBCCB,In Their Shoes,Club,08/26/2016 18:08 PM,08/26/2016 19:08 PM,,,,DDED7791-D807-4C37-88A8-BEA23998ABCE;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;FB6FB8C9-D2FA-4A47-9E7A-0D4314DBA3EA;D666592E-9FEB-4AD6-B498-48AE71FF273C;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;3A0D0A04-425B-4B2F-BE24-6592E402023B;AE67B42F-9EF1-4FA9-A74A-547C8937FC20;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;6B0E4706-8B07-4D54-AACB-91A1E6A35860;003DB9EE-845E-4232-81A4-F047BA83F446;C79FB25F-5A02-4E44-B262-2111C5463F8D;049CA52E-278E-473B-83E5-6E517C56B741;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;FB1ED088-4502-4111-9847-FBB6A522BBFC;24F0D775-BB29-4EF2-8E75-6428A113B3DC;946633F9-419F-4FAB-9DBF-57572DA3B8F8,
E18329BC-066F-4C1D-9625-970D9F6F2D57,Olympics,Club,08/12/2016 19:08 PM,08/12/2016 21:08 PM,,,,BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;8205B33F-458D-4A88-B941-CA4CC505F364;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;D666592E-9FEB-4AD6-B498-48AE71FF273C;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;D15D19E6-827F-42B6-8FFD-EF4B40480D15;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;3A0D0A04-425B-4B2F-BE24-6592E402023B;411BB282-2B68-4380-97FE-E16EFD8A393D;3CE953F7-D0BB-4288-AF3F-F78770EFA79D;C25BFC8D-9CF5-480A-B311-AAF935C0E149;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;2198D3F5-8655-4333-ADAD-CBE0A3823670;003DB9EE-845E-4232-81A4-F047BA83F446;7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;C79FB25F-5A02-4E44-B262-2111C5463F8D;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;866A0490-619E-48F7-AFFE-C0127E318EE0;FB1ED088-4502-4111-9847-FBB6A522BBFC;24F0D775-BB29-4EF2-8E75-6428A113B3DC;24105CF1-81BA-4935-B7BD-52C6BB029E76,
5B74D4FF-A37A-42CE-B843-E6D1A6F04988,Zone 3 (2),Club,11/18/2016 19:11 PM,11/18/2016 21:11 PM,,,,BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;DF3DA990-8D79-4B6E-B3C7-76BE0772B899;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;5172FFFD-F15D-44B6-8C06-8B1F124462D7;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;D15D19E6-827F-42B6-8FFD-EF4B40480D15;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;3A0D0A04-425B-4B2F-BE24-6592E402023B;F3AB6EB4-17D3-4180-B61F-632951090A10;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;1B021EEA-DD1B-4722-B946-81BC396C518C;AE67B42F-9EF1-4FA9-A74A-547C8937FC20;8570F8AD-E827-4BF2-898C-090E7A7C9FF6;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;2198D3F5-8655-4333-ADAD-CBE0A3823670;AB23B6CA-AE03-4451-BB85-EBE5FD7E8427;C79FB25F-5A02-4E44-B262-2111C5463F8D;866A0490-619E-48F7-AFFE-C0127E318EE0;67232830-17EB-4E7F-BAF6-896C807D8177;24F0D775-BB29-4EF2-8E75-6428A113B3DC;24105CF1-81BA-4935-B7BD-52C6BB029E76,
30CDF15B-8B34-41EA-9EB9-6070DAC41D6D,Forts,Club,11/04/2016 19:11 PM,11/04/2016 21:11 PM,,,,24105CF1-81BA-4935-B7BD-52C6BB029E76;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;53141653-CE17-4F12-8111-BF1C9C4EC6EA;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;D666592E-9FEB-4AD6-B498-48AE71FF273C;5172FFFD-F15D-44B6-8C06-8B1F124462D7;90D3BC13-EBE6-4816-8C8A-F4FD7A260592;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;28D1DA1E-7695-4380-83EA-C8AE4089C4E9;545E4E68-6C8D-4F7F-884C-95207FFAD10D;3A0D0A04-425B-4B2F-BE24-6592E402023B;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;B9ADC7F4-C2E3-438D-BE9B-DF4A6D0C5C4E;7A3C5245-D0AD-43D2-8C13-1D7554D6F489;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;B3002826-9C50-41BA-A8B8-5DF0AC9DE869;AB23B6CA-AE03-4451-BB85-EBE5FD7E8427;C79FB25F-5A02-4E44-B262-2111C5463F8D;2A20E45A-906F-4EE6-A521-6478CFCBDA5F;FB1ED088-4502-4111-9847-FBB6A522BBFC;24F0D775-BB29-4EF2-8E75-6428A113B3DC;615F27CF-0B23-4067-90EF-C5ED8478B9B9;2A8B7B8B-A50B-4C60-98F7-FDC2629FABE4,
E357E870-1EFD-436D-80FD-61AD4C4AE44B,Ghost,Club,05/13/2016 19:05 PM,05/13/2016 21:05 PM,,,,7CC59608-FF1A-4BC3-AB16-6C5786FF8B03;A6081292-E758-40FE-B234-9F75448A86F4;3A0D0A04-425B-4B2F-BE24-6592E402023B;DDED7791-D807-4C37-88A8-BEA23998ABCE;00571041-6E96-4D8B-B6B9-A0D6FB717BC8;16FA2328-44EA-4F3B-AF4A-B1C23F9DFA50;A9475C87-DDEC-4F0B-AD0C-F8DF92E4FCE8;48C2A84B-E97D-424D-A1AF-0926A291DF1B;9490B913-E87D-4B31-A032-DD86CA308FB4;866A0490-619E-48F7-AFFE-C0127E318EE0;615F27CF-0B23-4067-90EF-C5ED8478B9B9;6483C7CB-AEDA-40B5-9FEF-6361B83B1993;2198D3F5-8655-4333-ADAD-CBE0A3823670;3CE953F7-D0BB-4288-AF3F-F78770EFA79D;BECC4E4E-EE87-4494-A8E8-EF189DC1B3B0;55C18036-E2E4-4F52-A0CF-17A3191A0A5C;ABDCD886-F624-4F89-ABE0-AC55387A7FE7;53141653-CE17-4F12-8111-BF1C9C4EC6EA;C27DB808-74E9-42F6-8A93-D2DDF77A7AC0;85013F4D-56A6-4970-8985-CECB8D2EF401;CDD7DD13-B9CD-4B85-BBAB-87D1CD2C96FC;08D82F50-3CAC-4B93-BAB4-E503F5D487E2;2A8B7B8B-A50B-4C60-98F7-FDC2629FABE4;C0C4FE76-B751-4085-9596-DF410228D8E0;EC5CD3BB-5519-418A-BDAA-0BB933B243A0;F3AB6EB4-17D3-4180-B61F-632951090A10;78A39914-C616-457D-B343-E9231F373288;D15D19E6-827F-42B6-8FFD-EF4B40480D15;4862986F-FCCA-421D-B4C0-7C1D16FA4FB5;047C1C62-9274-4639-BA1E-16813B06B919;827A3E92-5807-4B0F-B87F-5DA70B81DBBB;28D1DA1E-7695-4380-83EA-C8AE4089C4E9,
